timestamp,num_faces,exit_stage,yolo_ms,insightface_ms,embedding_ms,identify_ms,liveness_ms,antispoof_ms,total_ms
2026-06-05 00:38:19,1,liveness_fail,132.11,326.17,0.02,0.08,0.21,,326.53
2026-06-05 00:38:19,1,liveness_fail,90.58,215.9,0.02,0.1,0.19,,216.27
2026-06-05 00:38:20,1,liveness_fail,88.71,225.4,0.02,0.09,0.17,,225.73
2026-06-05 00:38:20,1,liveness_fail,79.61,249.93,0.03,0.3,1.15,,251.49
2026-06-05 00:38:20,1,liveness_fail,87.62,264.68,0.02,0.08,0.15,,264.98
2026-06-05 00:38:21,1,liveness_fail,79.4,195.33,0.02,0.11,2.68,,198.34
2026-06-05 00:38:21,1,liveness_fail,88.37,232.17,0.02,0.09,0.18,,232.51
2026-06-05 00:38:21,1,liveness_fail,64.81,138.93,0.02,0.09,0.19,,139.28
2026-06-05 00:38:22,1,liveness_fail,60.38,361.94,0.04,0.4,0.39,,362.99
2026-06-05 11:08:05,1,liveness_fail,0.0,60.72,0.01,0.03,0.07,,60.85
2026-06-05 11:08:05,1,liveness_fail,0.0,48.08,0.01,0.03,0.05,,48.18
2026-06-05 11:09:44,1,cooldown,0.0,49.34,0.01,0.02,,,49.39
2026-06-05 11:09:44,1,liveness_fail,0.0,47.79,0.01,0.02,0.07,,47.91
